OBJECTID,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,ANNUAL_COST,REPAIR_COST,YEAR,DATE_RANGE,REACTIVATION,MONTH,DAY,x,y
81,ODOT2011,LS_80,Oregon Department of Transportation,,SL004-0262-41LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:262.41;Frequency:5 times or more a yr;,2852.2,1175350,,,,,,-13560725.3728898,5219746.94563729
82,ODOT2011,LS_81,Oregon Department of Transportation,,SL004-0262-67LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:262.67;Frequency:every yr;,4083.92,5690540,,,,,,-13560448.2027713,5219237.06372302
83,ODOT2011,LS_82,Oregon Department of Transportation,,SL004-0266-07LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1; Other Damage:Property Damage,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:266.07;Frequency:1 to 2 times a yr;,4083.92,3106540,,,,,,-13561768.8741188,5212218.00217721
84,ODOT2011,LS_83,Oregon Department of Transportation,,SL004-0266-75LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:266.75;Frequency:every yr;long road with berm above road M7,946.95,829791,,,,,,-13560921.4169018,5211017.71425463
85,ODOT2011,LS_84,Oregon Department of Transportation,,SL004-0269-21LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:269.21;Frequency:4 times a yr;,1169.38,1440710,,,,,,-13560641.142919,5205812.45289714
86,ODOT2011,LS_85,Oregon Department of Transportation,,SL004-0271-90LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:271.9;Frequency:2 times a yr;,571.86,549622,,,,,,-13559406.5168012,5200130.89507415
87,ODOT2011,LS_86,Oregon Department of Transportation,,SL004-0274-40RS1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1; Other Damage:Property Damage,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:274.4;Frequency:5 times or more a yr;,2799.44,250121,,,,,,-13558037.9934381,5195227.28027077
88,ODOT2011,LS_87,Oregon Department of Transportation,,SL004-0274-86LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:3;,, Hwy Name:The Dalles-California; Hwy Number:004;Mile Post:274.86;Frequency:5 times or more a yr;,9916.3,116338,,,,,,-13557689.1490563,5194327.91584993
89,ODOT2011,LS_88,Oregon Department of Transportation,,SL005-0080-13LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:80.13;Frequency:5 times or more a yr;,2109.33,690680,,,,,,-13355477.6850857,5590754.25500521
90,ODOT2011,LS_89,Oregon Department of Transportation,,SL005-0081-72LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:81.72;Frequency:5 times or more a yr;,1810.58,1503190,,,,,,-13352100.4075437,5591142.05520209
91,ODOT2011,LS_90,Oregon Department of Transportation,,SL005-0083-62LN1,Gary's Rock,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:83.62;Frequency:5 times or more a yr;,1810.58,343498,,,,,,-13347724.4689885,5591832.20834787
92,ODOT2011,LS_91,Oregon Department of Transportation,,SL005-0091-04LN1,Black Rock,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:91.04;Frequency:5 times or more a yr;,1515.39,308064,,,,,,-13337692.175775,5595455.4879422
93,ODOT2011,LS_92,Oregon Department of Transportation,,SL005-0099-32LS1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:99.32;Frequency:5 times or more a yr;,1810.58,579352,,,,,,-13326587.5973576,5592052.44408135
94,ODOT2011,LS_93,Oregon Department of Transportation,,SL005-0099-46LS1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:006;Mile Post:99.46;Frequency:5 times or more a yr;,1810.58,229717,,,,,,-13326330.1318996,5591872.6790071
95,ODOT2011,LS_94,Oregon Department of Transportation,,SL005-0099-56LS1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:99.56;Frequency:5 times or more a yr;,1810.58,246877,,,,,,-13326257.3599569,5591693.18863294
96,ODOT2011,LS_95,Oregon Department of Transportation,,SL005-0100-32LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF no ditch enter rd;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:100.32;Frequency:5 times or more a yr;,1413.09,884451,,,,,,-13326360.1529338,5590018.44167054
97,ODOT2011,LS_96,Oregon Department of Transportation,,SL005-0115-82LN1,Cathedral Rock,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:John Day; Hwy Number:005;Mile Post:115.82;Frequency:5 times or more a yr;,4589.12,1293920,,,,,,-13318147.3071102,5563459.70340431
98,ODOT2011,LS_97,Oregon Department of Transportation,,SL006-0259-26LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Old Oregon Trail; Hwy Number:006;Mile Post:259.26;Frequency:5 times or more a yr;,0,0,,,,,,-13148984.6451139,5675738.34666614
99,ODOT2011,LS_98,Oregon Department of Transportation,,SL007-0196-63LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;,, Hwy Name:Central Oregon; Hwy Number:007;Mile Post:196.63;Frequency:5 times or more a yr;,3891.44,136555,,,,,,-13134363.2682174,5433850.64231327
100,ODOT2011,LS_99,Oregon Department of Transportation,,SL007-0207-00RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;,, Hwy Name:Central Oregon; Hwy Number:007;Mile Post:207;Frequency:5 times or more a yr;,1688.29,308706,,,,,,-13116806.7935428,5431716.81922197
101,ODOT2011,LS_100,Oregon Department of Transportation,,SL007-0207-23RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;  Other Damage:Property Damage,, Hwy Name:Central Oregon; Hwy Number:007;Mile Post:207.23;Frequency:5 times or more a yr;,806.44,74015.6,,,,,,-13116348.1567404,5431501.65616288
102,ODOT2011,LS_101,Oregon Department of Transportation,,SL007-0207-52RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;  Other Damage:Property Damage,, Hwy Name:Central Oregon; Hwy Number:007;Mile Post:207.52;Frequency:5 times or more a yr;,1569.32,435949,,,,,,-13115793.3535479,5431164.59606878
103,ODOT2011,LS_102,Oregon Department of Transportation,,SL007-0226-67RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;  Other Damage:Property Damage,, Hwy Name:Central Oregon; Hwy Number:007;Mile Post:226.67;Frequency:5 times or more a yr;,2745.2,124559,,,,,,-13085021.4581599,5446943.43596892
104,ODOT2011,LS_103,Oregon Department of Transportation,,SL007-0226-80RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;  Other Damage:Property Damage,, Hwy Name:Central Oregon; Hwy Number:007;Mile Post:226.8;Frequency:5 times or more a yr;,2581.88,230665,,,,,,-13084776.2957609,5447106.68596499
105,ODOT2011,LS_104,Oregon Department of Transportation,,SL008-0021-97LS1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Oregon-Washington; Hwy Number:008;Mile Post:21.97;Frequency:5 times or more a yr;,717.61,53483.4,,,,,,-13180388.7635364,5756894.42954427
106,ODOT2011,LS_105,Oregon Department of Transportation,,SL008-0021-97RN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Oregon-Washington; Hwy Number:008;Mile Post:21.97;Frequency:5 times or more a yr;,717.61,85465.2,,,,,,-13180389.3392309,5756873.77257976
107,ODOT2011,LS_106,Oregon Department of Transportation,,SL008-0022-31RN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF fills lane;Lanes Affected:3; Other Damage:Property Damage,, Hwy Name:Oregon-Washington; Hwy Number:008;Mile Post:22.31;Frequency:5 times or more a yr;,1762.03,1018030,,,,,,-13180203.6845517,5757595.52343258
108,ODOT2011,LS_107,Oregon Department of Transportation,,SL008-0023-00RN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1;,, Hwy Name:Oregon-Washington; Hwy Number:008;Mile Post:23;Frequency:5 times or more a yr;,465.45,95239.9,,,,,,-13179940.2279223,5759163.50277029
109,ODOT2011,LS_108,Oregon Department of Transportation,,SL008-0023-01LS1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1;,, Hwy Name:Oregon-Washington; Hwy Number:008;Mile Post:23.01;Frequency:5 times or more a yr;,465.45,80717.8,,,,,,-13179952.0584869,5759176.75738235
110,ODOT2011,LS_109,Oregon Department of Transportation,,SL010-0029-81LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Wallowa Lake; Hwy Number:010;Mile Post:29.81;Frequency:1 to 2 times a yr;,196.85,31097.4,,,,,,-13107399.0601256,5715596.9623604
111,ODOT2011,LS_110,Oregon Department of Transportation,,SL010-0029-94LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1; Other Damage:Property Damage,, Hwy Name:Wallowa Lake; Hwy Number:010;Mile Post:29.94;Frequency:every yr;,1273.95,63600.7,,,,,,-13107317.2159256,5715323.99843933
112,ODOT2011,LS_111,Oregon Department of Transportation,,SL010-0030-15LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Wallowa Lake; Hwy Number:010;Mile Post:30.15;Frequency:every 2 yrs;,287.167,72687.3,,,,,,-13106960.4961586,5714998.16293282
113,ODOT2011,LS_112,Oregon Department of Transportation,,SL010-0030-25LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Wallowa Lake; Hwy Number:010;Mile Post:30.25;Frequency:every 2 yrs;,287.167,85355.4,,,,,,-13106831.3336587,5714813.62863335
114,ODOT2011,LS_113,Oregon Department of Transportation,,SL010-0030-33LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Wallowa Lake; Hwy Number:010;Mile Post:30.33;Frequency:every 2 yrs;,287.167,140729,,,,,,-13106761.1930785,5714656.34570632
115,ODOT2011,LS_114,Oregon Department of Transportation,,SL010-0030-92LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact: ;Lanes Affected:1;,, Hwy Name:Wallowa Lake; Hwy Number:010;Mile Post:30.92;Frequency: ;,0,0,,,,,,-13106003.2741079,5714558.39733882
116,ODOT2011,LS_115,Oregon Department of Transportation,,SL012-0062-99LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Baker-Copperfield; Hwy Number:012;Mile Post:62.99;Frequency:5 times or more a yr;,2346.2,238628,,,,,,-13019421.1841627,5606478.44980824
117,ODOT2011,LS_116,Oregon Department of Transportation,,SL012-0064-52LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Baker-Copperfield; Hwy Number:012;Mile Post:64.52;Frequency:5 times or more a yr;,2346.2,245075,,,,,,-13016858.9138994,5608270.89465472
118,ODOT2011,LS_117,Oregon Department of Transportation,,SL012-0064-59LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Baker-Copperfield; Hwy Number:012;Mile Post:64.59;Frequency:5 times or more a yr;,2346.2,188647,,,,,,-13016745.5575194,5608366.81850956
119,ODOT2011,LS_118,Oregon Department of Transportation,,SL014-0008-64LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Injury,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:8.64;Frequency:5 times or more a yr;northern of 3 segments of one cut,3812.53,130902,,,,,,-13455740.924054,5495202.5597057
120,ODOT2011,LS_119,Oregon Department of Transportation,,SL014-0008-72LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Injury,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:8.72;Frequency:5 times or more a yr;middle of 3 segments of one cut,1771.03,503708,,,,,,-13455732.7299507,5495131.16575088
121,ODOT2011,LS_120,Oregon Department of Transportation,,SL014-0008-77LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Injury,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:8.77;Frequency:5 times or more a yr;southern of 3 segments of one cut,1771.03,70268.9,,,,,,-13455641.3947604,5494916.50159101
122,ODOT2011,LS_121,Oregon Department of Transportation,,SL014-0012-11LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:12.11;Frequency:5 times or more a yr;,2683.82,157989,,,,,,-13451007.0644336,5490112.15651778
123,ODOT2011,LS_122,Oregon Department of Transportation,,SL014-0012-98RS1,,0,0,0,0,,Fill Failure,,,0,0,,Road Impact:LS leaves 1-way traf;Lanes Affected:1;,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:12.98;Frequency:every 5 yrs or less;Not on maint. survey but patched C slide,0,0,,,,,,-13450294.5131925,5488654.74861521
124,ODOT2011,LS_123,Oregon Department of Transportation,,SL014-0015-76LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,," Hwy Name:Crooked River; Hwy Number:014;Mile Post:15.76;Frequency:5 times or more a yr;northern of 3 segments, highest cut of 3",1798.25,1491940,,,,,,-13449711.8712941,5486267.38168741
125,ODOT2011,LS_124,Oregon Department of Transportation,,SL014-0015-88LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:15.88;Frequency:5 times or more a yr;middle of 3 segment feature,1798.25,224518,,,,,,-13449804.3992712,5486511.90522983
126,ODOT2011,LS_125,Oregon Department of Transportation,,SL014-0016-03LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:16.03;Frequency:5 times or more a yr;southern of 3 segment feature,1798.25,348817,,,,,,-13449701.8587168,5486800.90126408
127,ODOT2011,LS_126,Oregon Department of Transportation,,SL014-0016-19RS1,,0,0,0,0,,Fill Failure,,,0,0,,Road Impact:LS leaves 1-way traf;Lanes Affected:1;,," Hwy Name:Crooked River; Hwy Number:014;Mile Post:16.19;Frequency:every 1 to 2 yrs;C slide, not part of maint  survey asphalt patched, confirm fail frequency",0,0,,,,,,-13449380.2470481,5486930.7743088
128,ODOT2011,LS_127,Oregon Department of Transportation,,SL014-0016-24LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF fills lane;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:16.24;Frequency:5 times or more a yr;,2388.63,75601,,,,,,-13449280.928367,5486885.69564995
129,ODOT2011,LS_128,Oregon Department of Transportation,,SL014-0016-33LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:16.33;Frequency:5 times or more a yr;not part of maint. survey but has asphalt  patch,0,73357.3,,,,,,-13449129.7526282,5486769.51737737
130,ODOT2011,LS_129,Oregon Department of Transportation,,SL014-0019-47LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:19.47;Frequency:5 times or more a yr;site is northern of 3 segment feature,1798.25,110335,,,,,,-13446276.8267471,5482683.91166155
131,ODOT2011,LS_130,Oregon Department of Transportation,,SL014-0019-54LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:19.54;Frequency:5 times or more a yr;site is middle segment of 3 portion feature,1798.25,23314.6,,,,,,-13446149.2214893,5482769.15613328
132,ODOT2011,LS_131,Oregon Department of Transportation,,SL014-0019-58LN1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Crooked River; Hwy Number:014;Mile Post:19.58;Frequency:5 times or more a yr;site is southern segment of 3 portion feature,1798.25,34915.7,,,,,,-13446073.0913423,5482801.72900875
133,ODOT2011,LS_132,Oregon Department of Transportation,,SL015-0024-00LW1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:2;,, Hwy Name:McKenzie; Hwy Number:015;Mile Post:24;Frequency: ;located along northern side of Leaburg Reservoir,3324.86,699447,,,,,,-13649208.2773756,5486901.80910878
135,ODOT2011,LS_134,Oregon Department of Transportation,,SL009-0133-17BB1,Johnson Creek Landslide,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS leaves 1-way traf;Lanes Affected:2; Other Damage:Property Damage,, Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:133.17;Frequency:3 times a yr;section from JC Landslide report,20000,3599110,,,,,,-13809858.3896558,5580562.58881046
136,ODOT2011,LS_135,Oregon Department of Transportation,,SL009-0136-03BB1,Moolack Slide #2,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS close >60mi det;Lanes Affected:2; Other Damage:Injury,, Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:136.03;Frequency:3 to 4 times a yr;alternative slide location,0,0,,,,,,-13810487.618518,5574258.94626082
137,ODOT2011,LS_136,Oregon Department of Transportation,,SL009-0136-15BB1,Moolack Slide,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS close >60mi det;Lanes Affected:2; Other Damage:Injury,, Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:136.15;Frequency:4 to 5 times a yr;,0,0,,,,,,-13810557.0720352,5573871.84916316
138,ODOT2011,LS_137,Oregon Department of Transportation,,SL016-0032-55RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF contain in ditch;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:32.55;Frequency:every 5 yrs or less;no maintenance required,0,384024,,,,,,-13651166.5384927,5529618.92782692
139,ODOT2011,LS_138,Oregon Department of Transportation,,SL016-0033-50RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF contain in ditch;Lanes Affected:1;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:33.5;Frequency:every 5 yrs or less;no maintenance required,0,150310,,,,,,-13649089.9636219,5529373.63866131
140,ODOT2011,LS_139,Oregon Department of Transportation,,SL016-0033-67RE1,,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS close >60mi det;Lanes Affected:2;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:33.67;Frequency:every 5 yrs or less;no recent maintenance required; daily problems until 5 years ago,0,0,,,,,,-13648726.6872664,5529292.55647976
141,ODOT2011,LS_140,Oregon Department of Transportation,,SL016-0033-82RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:33.82;Frequency:every yr;,315.65,33755.7,,,,,,-13648470.2816169,5529122.01172827
142,ODOT2011,LS_141,Oregon Department of Transportation,,SL016-0036-57RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:36.57;Frequency:5 times or more a yr;rocks onto road twice/week,887.81,522624,,,,,,-13644160.054825,5528261.39785765
143,ODOT2011,LS_142,Oregon Department of Transportation,,SL016-0036-74BB1,,0,0,0,0,,Fill Failure,,,0,0,,Road Impact:LS leaves 2-way traf;Lanes Affected:2;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:36.74;Frequency:every 5 yrs or less;no recent maintenance required; looks like culvert may have been replaced,0,0,,,,,,-13644104.236706,5527897.36496732
144,ODOT2011,LS_143,Oregon Department of Transportation,,SL016-0037-24RE1,,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS affects shoulder;,," Hwy Name:Santiam; Hwy Number:016;Mile Post:37.24;Frequency:every 5 yrs or less;no maintenance required, popout maybe only happened once",0,0,,,,,,-13642999.730579,5527759.40946659
145,ODOT2011,LS_144,Oregon Department of Transportation,,SL016-0037-26RE1,,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS affects shoulder;,," Hwy Name:Santiam; Hwy Number:016;Mile Post:37.26;Frequency:every 5 yrs or less;no maintenance required, small popout",0,0,,,,,,-13642945.7431343,5527763.64352813
146,ODOT2011,LS_145,Oregon Department of Transportation,,SL016-0037-28RE1,,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS affects shoulder; Other Impact:popout;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:37.28;Frequency:every 5 yrs or less;no maintenance required,0,0,,,,,,-13642906.1182665,5527768.66091779
147,ODOT2011,LS_146,Oregon Department of Transportation,,SL016-0037-32RE1,,0,0,0,0,,Landslide,,,0,0,,Road Impact:LS affects shoulder;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:37.32;Frequency:every 5 yrs or less;no maintenance required; popout,0,0,,,,,,-13642811.1676872,5527774.95633848
148,ODOT2011,LS_147,Oregon Department of Transportation,,SL016-0038-03RE1,,0,0,0,0,,Rockfall,,,0,0,,Road Impact:RF on roadway;Lanes Affected:1;,, Hwy Name:Santiam; Hwy Number:016;Mile Post:38.03;Frequency:5 times or more a yr;,143.04,122147,,,,,,-13641350.4190683,5527560.18615627
